acct_id,extenders,wireless_clients_count,wired_clients_count,rx_avg_bps,tx_avg_bps,rx_p95_bps,tx_p95_bps,rx_max_bps,tx_max_bps,rssi_mean,rssi_median,rssi_max,rssi_min,network_speed,city,state,whole_home_wifi,wifi_security,wifi_security_plus,premium_tech_pro,identity_protection,family_identity_protection,total_shield,youtube_tv
0001a873967e40f919530e4348e47c401a3bacfaaa4d849fdeffa28b403b30c7,3,32,12,340310.6113636363,118346.45909090909,1150438.5249999997,261089.4977272726,1737552.9795454545,759426.1886363637,-59.2,-61,-26,-90,500.0M,WILDOMAR,CA,"","","","","","","",""
0001d055ccf674be365c774fa45efb1c0961928dc5b0941d5a74b04a4ba1f5c2,1,11,2,485102.9307692308,11825.969230769231,1126852.9846153844,24939.338461538464,3019352.0,214242.37692307695,-57.1,-58,-31,-87,500.0M,TAMPA,FL,"",true,"","","","","",""
000213ac63999e61bbfd386a19f859e97e5573c92059de6ba4cc1c4f931eea58,0,2,2,353537.2,4209.674999999999,1756522.25,15471.4,2293080.5,17645.050000000003,-63.6,-69,-54,-71,500.0M,VICTORVILLE,CA,"","","","","","","",""
00022ff42fc62b4dfd17b7093a1c39e7e700f811d6ce516ef6c99a75ec0ad479,1,6,4,891014.1900000001,1201253.1400000001,1212088.48,1211589.49,1947312.8999999997,1251830.61,-55.8,-55,-32,-74,1000.0M,ARANSAS PASS,TX,true,true,"","","","","",""
00026bd5154ad79c7e3f47b747393df8b1f077fd5e50f4a145de950b4e8ea2cb,0,6,5,253671.30909090908,5671.127272727273,693603.6000000001,16084.854545454546,3008398.145454545,45520.709090909084,-56.7,-57,-40,-93,500.0M,RANCHO CUCAMONGA,CA,"","","","","","","",""
0002788e5e198c551a999a8b24ce14941125d6ca8e11f2d33d4cbbfb8e947b12,0,18,-2,406589.76249999995,46035.95625000001,1034499.0312500001,126303.78749999999,2718308.0,369590.86874999997,-46.1,-44,-28,-76,1000.0M,CELESTE,TX,"",true,"","","","","",""
00028319ac4f915f441452dae933db78ad5b0d3174493b2504c5ce9404a2f9fa,1,17,4,173744.0238095238,21591.371428571427,736337.9047619047,102001.7238095238,2351886.023809524,278767.49523809523,-64.5,-63,-38,-95,500.0M,OLDSMAR,FL,"","","","","","","",""
00029bbbbb09d18956c73f60535b8efb8c8fb78b5728fd284a7267142f94cb72,0,6,1,360274.3,28207.35714285715,2055165.8714285714,76974.22857142858,3362326.957142857,693071.9857142856,-54.3,-58,-28,-83,2000.0M,SAN ANGELO,TX,"","","","","","","",""
0002e05241c29a395fbaee5df7c0e37d37e64b174a586dfdebbef05726d59a8d,0,10,3,536486.5153846155,492114.84615384607,2120710.7846153853,544284.7692307692,3338349.438461538,1072049.4538461538,-59.5,-61,-33,-85,500.0M,GARLAND,TX,"",true,"","","","","",""
0002f1d4a1a8e635d98b48f2038bb61355ebc8833391a9669c7897eb7f6adf84,0,3,1,735331.275,21852.375,1254765.4500000002,16633.025,4314556.074999999,1797799.425,-62.4,-61,-58,-68,500.0M,MONTCLAIR,CA,"","","","","","","",""
000310453daff50859283124b47e28f1fbefeae88943454634db828b4f0805a3,0,35,7,83151.11904761902,5170.069047619048,393918.40952380945,29406.150000000005,1125795.5095238094,88515.7357142857,-65.9,-67,-41,-80,500.0M,KEMAH,TX,"","","","","","","",""
00031b7e52352981c804c8f8b996cb1ddd00cbdbea02246b449d03788a1e76c7,0,14,2,399957.0687500001,14440.281250000002,1514409.925,37760.31875,2939398.9749999996,594568.9999999999,-63.9,-65,-35,-85,500.0M,STRATFORD,CT,"","","","","","","",""
0003203bdf21a8bd26b9115ce1d311dca0ac65578f4f2d694035e2250c530b7f,3,12,10,115901.03181818183,7327.431818181821,723126.2227272727,32409.863636363632,1643997.5045454542,182429.2909090909,-52.3,-56,-26,-91,1000.0M,WESLEY CHAPEL,FL,"",true,"","","","","",""
000322cab6379feb5e107d0610bc022c39ed1d9be7303025cabef354296f3ec0,3,10,4,16373.614285714286,51388.121428571445,43340.59285714287,123820.11428571427,781663.6714285715,212976.42142857146,-64.7,-67,-33,-85,1000.0M,MORGAN HILL,CA,true,"","","","","","",""
00032a9ac2b3b316193abe245a72d125733b3b23058a8347678b50fa1eb96a0d,0,3,1,24817.775,4831.4,89528.85,20583.0,726078.4,84439.725,-56.7,-54,-38,-76,500.0M,FORT WAYNE,IN,"",true,"","","","","",""
0003422a282f18f8b51c9e0d67c62be7c751133b1ce63f4299ad5b07774b775f,1,18,6,132935.05000000002,1738.7125000000003,784535.225,4681.391666666666,1073879.2666666668,55210.95416666667,-55.1,-56,-31,-76,500.0M,COLLEGE STATION,TX,"","","","","","","",""
00036a3af92651e4070900cf68a40826696e6cf99a4dc05894516ea0d9091c68,0,25,7,273950.22812499997,206872.4625,849689.096875,222853.97500000003,2032806.3218750004,259056.99062500003,-54.2,-57,-18,-85,500.0M,OXNARD,CA,"","","","","","","",""
0003712599e566d410fd8c8adff4a75cda7f966d3ce21ca96d6b618854eedbf4,0,6,4,1094881.9700000002,1117169.33,2391722.55,1135325.5299999998,5905773.2299999995,1321685.1400000001,-60.5,-67,-26,-86,1000.0M,AZLE,TX,"","","","","","","",""
0003f14b73721746d490a01f64bf5bfa7f1160ad644c08f6f6368e174e64d0ec,1,3,5,105080.6,16250.675,539828.7374999999,26854.537499999995,2175927.35,1570769.6875,-73.9,-80,-43,-90,1000.0M,ADELANTO,CA,"","","","","","","",""
0003f5f67a32c97edb0c9b347a914ffaa75d3e34ddaa86f9eaa77656032399ab,0,7,1,252782.49999999997,3482.6499999999996,1755154.1249999998,17071.375,2280003.55,49934.3375,-68.5,-73,-35,-86,500.0M,SARASOTA,FL,"",true,"","","","","",""
000436b99a48945437b6ab02effdc4e3f27f53a69e75f98b88cfb925aed3c520,1,15,4,409624.47368421056,21794.399999999998,1636266.0,45152.894736842114,4276606.852631579,1025484.5315789474,-58.6,-56,-33,-81,1000.0M,FORT WAYNE,IN,"","","","","","","",""
0004395fd60ea96dd210bb0ad238925169dceeed7662f9c3e9a5bea405855f27,0,15,4,87394.57368421054,20996.821052631578,428757.16842105263,93417.02105263158,963059.5947368421,507704.0421052631,-59.3,-61,-12,-90,1000.0M,PORTAGE,IN,"",true,"","","","","",""
00044da4b229b7cef68c7fd126055d244fca8d78a0c85cf459e510366f6f8a92,2,29,5,1228115.6705882354,11645.14411764706,3258255.1294117644,47080.59117647059,4053177.479411765,142027.16470588231,-51.4,-50,-24,-79,500.0M,CHINO,CA,"","","","","","","",""
00046030a74407de295158d8f1434585988efc8619c8bc7e970276dce552d48c,0,6,1,175744.2285714286,5186.9,618870.5857142858,19580.35714285714,1541293.1857142858,87055.95714285714,-70.3,-70,-63,-85,500.0M,ENFIELD,CT,"","","","","","","",""
0004b5e7b8cd1bacd50e3b4df6fab359c037dd4eb5df7368098e4d8faa281215,0,5,3,1118038.375,1522906.55,1416616.6749999998,1536102.4125,3357549.975,2520269.1,-65.2,-71,-36,-80,1000.0M,LAGUNA BEACH,CA,"","","","","","","",""
0004ba5029431cb998a11972cb78bc9cc904538a5148306afb4bd8f567cd0d9b,2,22,7,332211.26206896553,24103.77586206897,1430535.9620689654,96745.94137931036,3108521.6620689663,361068.01724137936,-48.3,-48,-16,-84,500.0M,FORT WAYNE,IN,true,"","","","","","",""
0004bcd01c08bfaaa6f105ea2f7c7cb8457523fe67082c37b6cfc537f5b0e854,0,6,1,544838.8285714285,16771.22857142857,1705288.9571428571,59885.14285714285,4065253.6571428576,214021.78571428568,-52.7,-54,-32,-73,500.0M,HARTFORD,CT,"","","","","","","",""
0004c41e45302a67a6d77160ce81e8737c5842e06738f5a0138b18b7ac37217a,1,5,3,617397.8125,10619.687500000002,1203746.525,29265.1625,1692638.0499999998,52471.225,-50.9,-71,-10,-89,1000.0M,DALLAS,PA,"","","","","","","",""
0004d39a1eae5f793694c2c3578238204acefec18ae56f3f32b1a02bc5f22055,0,14,4,701379.2944444444,64844.938888888886,3157191.0944444444,451357.8055555556,3899186.538888889,1072783.25,-66.5,-70,-39,-90,1000.0M,HARTFORD,CT,"",true,"","","","","",""
000529f823553b7b2d0988a116d65d59bfc7473545f6b69027f74978a80cb35b,1,8,3,304846.7454545455,60638.80909090909,1763758.4636363639,480124.8818181818,4555443.190909092,998291.9454545457,-51.7,-49,-30,-83,500.0M,LEWISVILLE,TX,"","","","","","","",""
00053634669982677365095b53455523c09ad8be4dcc768b84385960d3b2f7c5,1,6,3,331468.6888888889,6225.611111111111,1655479.1888888888,22472.21111111111,2436286.9,86971.44444444444,-56.9,-57,-42,-82,1000.0M,SHINNSTON,WV,true,true,"","","","","",""
000545eaa8c8a27b063441737f2def57fd781edbd9be2dcaee81c88ce661005e,1,10,6,103814.08750000001,8493.09375,391115.6875,53526.44375,1882393.4375,142617.33125,-53.5,-56,-37,-78,1000.0M,POMONA,CA,true,true,"","","","","",""
000547a4c18f593f487ac007ca854b8274d3385ce8851df9f740c32e6d485d98,0,10,5,757333.3133333332,14515.626666666665,2001128.18,39246.40666666666,3273522.7933333335,125807.49333333335,-61.1,-60,-41,-88,2000.0M,VENICE,FL,"",true,"","","","","",""
00054ac4912e17bb90782ee06bdb4f8beb3bb2525525138d991364cc11928226,0,1,1,135.7,272.05,204.35,308.95,515.65,6848.200000000001,-76.0,-76,-74,-77,500.0M,HUNTERTOWN,IN,"","","","","","","",""
0005662eb5b860331c1dc828171a60aad4b1102e7f439f9bc7211d0c7d39a5b0,1,7,8,257595.13333333333,17384.780000000002,1126826.4466666668,66289.12000000001,1789878.9866666666,372688.3733333333,-63.5,-63,-47,-86,2000.0M,LAKELAND,FL,"","","","","","","",""
00056b6d79b45300273c4a9466a708126f86b73bfaaf14a63020538e8449dfe4,2,11,7,255060.38333333336,349379.47777777776,784890.9722222224,386514.5222222223,3454292.53888889,1082483.0333333334,-53.9,-57,-31,-80,500.0M,PERRIS,CA,true,"","","","","","",""
0005bc766c93c21c069152d4c91aea2590cd0a69375e82de204cde9ba7168379,0,29,3,444899.05312500003,238083.246875,1503748.5281250002,416673.0093750001,5282134.465624998,576201.18125,-64.3,-66,-39,-85,500.0M,LA PUENTE,CA,"","","","","","","",""
0005c8e8c2a197aafdcb2a12278eeb77a89347f811a05a4997ac3904afeae909,0,16,5,316950.2619047619,134145.4619047619,1761016.7095238094,820465.6523809521,3577439.2047619047,4701343.961904763,-55.6,-53,-33,-81,1000.0M,DAVENPORT,FL,"","","","","","","",""
0005cb18674a5d64cb9be8198e85f267f23ed4fcab1381ed39e76f17820dae81,0,13,2,120089.72,7190.586666666667,569385.6133333334,34916.44666666667,2425802.28,199239.53333333335,-61.9,-63,-31,-92,500.0M,TORRANCE,CA,"","","","","","","",""
0005ef9a15a55846af9ea452bcad1f749053d7aa6192223ef99eafa179272025,0,7,3,184284.91999999998,14898.48,518764.19000000006,44609.83,1574188.67,77656.24000000002,-55.7,-56,-43,-88,1000.0M,POINT PLEASANT,WV,"","","","","","","",""
000617259efccc6c59f2a41b385adc66772f0f3b1794b1f59ae3bbf7b7b5e176,0,7,2,361619.0,675639.6222222222,944357.7888888889,687837.9777777777,1529523.9222222222,747092.7444444444,-55.7,-56,-26,-90,500.0M,VICTORVILLE,CA,"",true,"","","","","",""
00061c654ba4beea24266549519928538b8d64d70932c1b9c819c8ca85759490,1,31,7,206118.05526315796,9610.905263157896,627930.6236842106,18187.568421052634,4814131.35,371360.2763157894,-56.0,-57,-27,-76,1000.0M,BECKLEY,WV,"","","","","","","",""
00064c1791ebc148f2ee285ed4d00d0679d23632c09700f55d40c9f8dfda0ff4,0,8,0,189002.95,60374.700000000004,1186149.1375000002,568680.5125,2287571.5375,1494189.5125,-57.4,-52,-35,-87,500.0M,NEW BRITAIN,CT,"","","","","","","",""
00064f41f0b2077d60a8ab8d0b3db0e0a3fc54e6f35b1f3db882c2a500b4aa05,0,3,1,605110.9500000001,12279.349999999999,1700303.5750000002,33117.125,3227854.5500000003,88404.375,-56.1,-55,-47,-71,500.0M,HENDERSON,TX,"","","","","","","",""
00065d16ee9925b4ba0db70e46c1c76917b8cdeaf16d3576af51be48191551c7,2,21,7,393410.52857142856,433243.86071428563,1112066.125,450279.1357142857,1725833.9964285716,494916.4321428572,-60.4,-62,-30,-89,1000.0M,GRAPEVINE,TX,"","","","","","","",""
00066d27b47ecc82f8097701b5f36247336cdc1afe40aae0b92c1d2dd69fec6e,1,13,4,73270.47647058824,4020.235294117647,304243.3176470588,17368.79411764706,1041251.9058823531,52248.09411764706,-52.8,-52,-33,-79,1000.0M,KEWANEE,IL,"",true,"","","","","",""
000681e817ca1af92f83c0eb43d241ee47e7edbb3826d33d1dd8b80406000f16,1,21,6,73760.92592592593,19863.11111111111,354739.62222222215,123721.3925925926,1766153.511111111,355579.58148148144,-61.9,-62,-41,-83,1000.0M,TEMPLE TERRACE,FL,"","","","","","","",""
0006b27072c3e707893675bff544a2486d931b25a4b11e735156577f207f56b7,2,17,10,279565.9259259259,10733.774074074076,871181.2962962964,31397.62592592593,1731105.833333333,54871.50740740741,-59.6,-60,-33,-86,2000.0M,FORT WORTH,TX,true,"","","","","","",""
0006b4c3fa844242905f265e1ec7c65401aeb4cea083284445005e3c3c2a2387,2,11,6,144798.65294117643,18053.470588235297,917383.3235294118,90236.36470588231,2677015.8176470585,338971.3352941176,-59.6,-64,-38,-76,100.0M,FORT WORTH,TX,true,"","","","","","",""
0006b8029ff3a33552af864612d5b863a1bda23a24ae94c21737db05d914632f,0,1,1,390468.3,8867.8,827522.0,16976.35,827522.0,16976.35,-43.0,-43,-43,-43,500.0M,MORENO VALLEY,CA,"","","","","","","",""
0006bb81bf92d29f5848a7cfd366f65f3a065130bc2e558b134c4d089530b0e9,0,23,2,28847.512000000002,11681.412,128083.56000000001,48105.24799999999,886426.4040000001,348728.068,-63.2,-64,-35,-86,500.0M,TAMPA,FL,"","","","","","","",""
0006c6053ec49533e39f29fb1dd455a001c03c636c7fbcb5b9560fbcb479b1d4,0,5,3,1199032.375,1382252.6125,1922913.4625000001,1389753.2625,3025441.7750000004,1458200.625,-35.8,-39,-13,-68,1000.0M,COVINA,CA,"","","","","","","",""
0006f5bb5a6bb372c3a2047f44d5adb8cfbaaa5f6b70c6ae44eaf93f0bbf887e,0,15,9,558736.025,1190255.1416666668,1106042.0791666668,1267956.4458333338,2858688.4374999995,1362279.5624999998,-63.9,-65,-44,-85,2000.0M,MANTECA,CA,"","","","","","","",""
000700f63c152f4323b92034451b2e1a5aba369e49b296da1df66938b962ef0c,1,43,2,268763.7711111111,54082.32666666667,733376.7799999999,276374.7466666667,1858440.8,648988.468888889,-58.3,-61,-24,-85,1000.0M,FLOWER MOUND,TX,"","","","","","","",""
00070294d0a456c26dcaf93d50c6a2aee02acff8a124bdbb5ed0db2c29658612,1,22,6,196485.81071428568,19257.564285714285,695462.7571428573,63609.84642857143,1890412.4321428575,482482.3535714286,-68.7,-71,-46,-86,500.0M,LUTZ,FL,"","","","","","","",""
00070d4c58e9d598a697f22b8e531a923b1fca91f3201c861a878807cb64704f,1,5,4,47650.066666666666,1694.4,191615.8444444444,8304.533333333333,1412668.7,19458.533333333333,-54.0,-59,-33,-74,1000.0M,DRUMS,PA,"","","","","","","",""
000714c8b33086ffa6583fc39ad0599768ffe43934fd3d392d596e2a7ad88dd3,2,17,7,437423.5458333334,278600.4791666666,534856.0166666665,286655.1041666666,822797.5791666667,292844.2708333333,-51.9,-51,-32,-77,1000.0M,HESPERIA,CA,true,"","","","","","",""
000719819723276c256b49f5b732daf0f1991b5c2267e30522ab6e229a8c14e7,0,1,2,1174901.0666666667,124916.8,3604570.4,214250.03333333333,8506007.200000001,5451164.833333333,-70.5,-70,-69,-73,1000.0M,VENICE,CA,"","","","","","","",""
00074777b9dc87c04d5c2730f103117c2c977b9b2d3e6dfa1e07249b0bca7a2d,1,14,5,208288.98421052634,14812.136842105261,787535.8315789473,33097.34210526315,1573434.505263158,676300.6631578947,-50.1,-52,-21,-75,1000.0M,RIVERVIEW,FL,"","","","","","","",""
00074a3eac3f7408fa8b8a366bdaa5718d58dc540a2eaba67eb8c1b271f3a5a7,1,24,7,206111.12580645163,19126.929032258067,1338611.5129032263,22814.606451612908,3956229.55483871,1181003.483870968,-48.8,-51,-30,-72,1000.0M,BRISTOL,CT,"","","","","","","",""
0007554686fa53d89f5dfb0197a3b8f057f7c977977aaee80daa4f7be420945a,0,14,1,205609.76000000004,404243.22,418489.82000000007,422288.0533333334,1585158.1666666667,444770.9666666667,-61.2,-58,-46,-86,500.0M,HUNTINGTON,WV,"","","","","","","",""
000759ee9c9894c7bfe2fa8a5916339ad8e23dcbc8a32b5a3095f33dc67bba1d,0,8,3,106910.72727272725,17040.354545454542,434976.6818181818,69428.40000000001,890465.2,317039.6181818182,-48.3,-45,-33,-75,500.0M,STAMFORD,CT,"","","","","","","",""
000778c96a885891d2f2834b3e23ed0c3ea6cca2d5d4ee550bd6f9acda75dd76,2,35,12,1267470.927659574,261292.57872340424,2929431.1787234023,327252.2297872341,4179344.808510639,469339.6340425532,-58.7,-59,-9,-82,1000.0M,BALDWIN PARK,CA,"","","","","","","",""
0007a4c6179d9086a6c4b491e24b92505bf585e9e72eee1c488dc6fb98a9162b,1,13,4,646758.5000000001,13681.841176470585,1943975.4294117647,55602.26470588235,2496426.082352941,174642.0,-65.3,-66,-48,-86,1000.0M,WEST COVINA,CA,"","","","","","","",""
0007b34e809a61cb5ae16dde03bc1007644f87d17efc0380f84c2193dfe2caf1,0,7,4,1079420.518181818,1108774.8363636364,2568207.790909091,1155898.0727272728,3675407.4272727277,1316202.8909090909,-47.7,-44,-18,-85,1000.0M,BELLFLOWER,CA,"","","","","","","",""
0007c239cd69d480c0987746db265a95728bbebabdc175e1f7b5a6c9c55937d6,1,12,6,260731.7944444444,350860.8611111112,972603.472222222,356066.54999999993,1521341.2333333334,997453.7555555557,-62.4,-61,-38,-83,500.0M,RANCHO PALOS VERDES,CA,"","","","","","","",""
0007d0ba69f66ca0d3caa6ce71f9baa2ee6e78f7ffab7fb2e24fefba41dc6f52,1,10,4,147213.00714285712,9295.628571428571,836306.9785714286,19942.414285714283,2747857.1928571425,301708.6142857143,-52.3,-55,-13,-76,1000.0M,MANCHESTER,CT,"","","","","","","",""
00080b64d52eba0df528c5f2d02f9067e038ed938f558882004de7b870760a08,3,10,6,40278.625,12720.79375,229492.72499999998,84405.93125,892176.36875,274935.7875,-60.1,-62,-42,-73,1000.0M,SCOTT DEPOT,WV,"","","","","","","",""
00080dae34fdea17aece1619993ef362ea9194a4f3aa9f020519f7e63cc2a5fb,0,7,3,907318.39,1119105.6600000001,1907446.7100000002,1137724.5799999998,2616834.21,1218070.8800000001,-55.5,-51,-38,-87,1000.0M,CHARLESTON,WV,"",true,"","","","","",""
000810156aa7f546b5d7f83c967fd5269268afa55b41d809498e53f3af8b191a,0,3,2,103853.43999999999,6070.62,377688.62,14980.62,637267.98,23148.72,-50.1,-51,-35,-72,500.0M,STAMFORD,CT,"","","","","","","",""
000812a07765e3c9b4fda28aa81aa0b6f0b628b2a129ffceac2ce2a2a0b9efaf,0,11,4,810834.6466666665,820495.0199999998,5014604.666666668,867419.0466666666,7516531.880000001,1264087.0800000003,-68.0,-67,-57,-90,1000.0M,SAN BERNARDINO,CA,true,true,"","","","","",""
000817cdb722d7f82af4326475520fecaf52ecc2070999170c83ac15216748af,0,12,4,371767.7125,12684.181249999998,1442539.93125,48224.05625,2376720.9750000006,88422.83124999999,-69.1,-70,-46,-88,1000.0M,POMONA,CA,"","","","","","","",""
00081e804d735aed4f0512bb2a73d11746c196d7979bf13c247a878589079bef,1,8,5,718325.8846153846,934477.5692307694,2212345.030769231,965305.8923076926,5460279.692307691,1085890.4153846153,-46.8,-49,-26,-74,1000.0M,LAKELAND,FL,true,"","","","","","",""
000821070c27e873ce8b0d76500fa7293a3b4c466086f2ef00ab1c3063bdf41c,0,12,4,414020.04375,395794.2625000001,1098241.6249999998,513018.4937499999,1923994.0625,659683.8625,-58.1,-52,-38,-87,500.0M,EAST BERLIN,CT,"","","","","","","",""
000847a9d3db81ee82e2d70f0da9953fc263fec8f2f02e71cae3bde65c420064,1,16,4,582213.2050000001,11052.669999999998,1844544.6199999999,35058.58,3221824.3599999994,86278.21499999998,-56.1,-57,-39,-75,100.0M,VICTORVILLE,CA,"","","","","","","",""
00085d95d1105dfe72b5c69bbc57dc52e44350e8eaa906574e69a6fbd5cec41e,0,19,3,105436.92727272729,6481.086363636362,417250.0181818183,19426.149999999998,756724.5818181819,124148.4909090909,-56.1,-57,-30,-86,500.0M,SAN BERNARDINO,CA,"","","","","","","",""
0008669a6e95eed407daa81d848b81065a35c66d57f2e68932f3bda2585dceef,0,4,2,120495.81666666667,18879.866666666665,754031.6000000001,32757.149999999998,1506747.9500000002,1098443.1833333333,-68.6,-70,-60,-80,500.0M,LOS ANGELES,CA,"","","","","","","",""
00088250a596ef8c4cdc118c6974e1111cc37ef709ae15d2ce2b671fca652d0f,1,12,10,96903.18181818182,11059.622727272728,515162.16818181815,20151.086363636365,945844.6181818184,322877.6590909091,-55.2,-57,-29,-76,500.0M,ONTARIO,CA,"",true,"","","","","",""
0008d7379e7253a65bb2f2c697f626f9402bd295eb309accaa99ed748086ee31,1,10,6,114799.16875,5985.225,515331.61875,13975.2375,980369.4125000001,83669.5375,-55.8,-60,-32,-84,1000.0M,NEWINGTON,CT,true,true,"","","","","",""
0008fa7db4aafbc470e1e110f7c4ebc63cd53fc5207f9c39ad4c4b4d68cbcb78,0,5,6,849776.3181818182,1108173.7636363637,1581471.527272727,1193271.3454545455,4656287.672727273,1304210.8272727272,-56.5,-59,-27,-88,500.0M,STAMFORD,CT,"","","","","","","",""
0009000332440dd424255d0107bb576fcaf060e0e40f2376db65a787f460a0e9,1,10,3,105473.51538461538,5891.1461538461535,278962.48461538466,9736.146153846154,853790.7923076923,115872.44615384616,-56.5,-53,-40,-83,1000.0M,CROSBY,TX,true,"","","","","","",""
00092299b9f44b53ca3d9f24537d78045954ba2501bb99779fcb49ddd44a6254,1,17,7,122078.90000000004,6709.787499999999,537221.6916666668,20626.658333333336,1654541.695833333,116575.07499999997,-64.5,-64,-40,-85,2000.0M,CHESHIRE,CT,true,"","","","","","",""
00095c4b41a64d7285560baa5ad68d381af68cd408858bbe983e1b004bdb5a9a,2,3,6,7336.700000000001,8327.266666666668,19409.844444444447,32381.88888888889,191322.7,67482.25555555554,-33.7,-31,-5,-92,500.0M,BIG BEAR CITY,CA,true,"","","","","","",""
